paper_id,title,year,citation_key,arxiv_id,doi,url,record_origin,substrate,adaptation,outcome,outcome_detail,substrate_score,substrate_margin,adaptation_score,adaptation_margin,outcome_score,outcome_margin,outcome_detail_score,outcome_detail_margin,confidence,source_status
a-scoping-review-of-ai-driven-digital-interventions-in-mental-health-care-mappin,"A Scoping Review of AI-Driven Digital Interventions in Mental Health Care: Mapping Applications Across Screening, Support, Monitoring, Prevention, and Clinical Education",2025,ni_2025_a_scoping_review_of_ai_drive,,10.3390/healthcare13101205,https://doi.org/10.3390/healthcare13101205,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,17.00,17.00,11.60,5.60,low,abstract_or_short
towards-trustworthy-agentic-ai-a-comprehensive-survey-of-safety-robustness-priva,"Towards trustworthy agentic AI: a comprehensive survey of safety, robustness, privacy, and system security",2026,2026_towards_trustworthy_agentic_ai_a_comprehens,2605.23989,,http://arxiv.org/abs/2605.23989,registry,Memory,Modify,Response,Monitoring & Containment,10.47,7.38,3.19,0.19,22.65,6.75,2.88,0.48,low,full_text
oep-poisoning-self-evolving-llm-agents-via-locally-correct-but-non-transferable,OEP: Poisoning Self-Evolving LLM Agents via Locally Correct but Non-Transferable Experiences,2026,wang2026oep,2605.18930,10.48550/arXiv.2605.18930,https://arxiv.org/abs/2605.18930,registry,Memory,Abstract,Violation,Provenance Loss,10.47,5.88,10.72,0.27,15.45,7.35,6.40,4.40,low,full_text
madra-multi-agent-debate-for-risk-aware-embodied-planning,MADRA: Multi-Agent Debate for Risk-Aware Embodied Planning,2025,2025_madra_multi_agent_debate_for_risk_aware_emb,2511.21460,,https://arxiv.org/abs/2511.21460,registry,Memory,Propagate,Violation,Provenance Loss,9.88,5.28,10.00,7.00,13.00,10.00,2.00,0.00,low,full_text
governing-evolving-memory-in-llm-agents-risks-mechanisms-and-the-stability-and-s,"Governing Evolving Memory in LLM Agents: Risks, Mechanisms, and the Stability and Safety Governed Memory (SSGM) Framework",2026,2026_governing_evolving_memory_in_llm_agents_ris,2603.11768,,http://arxiv.org/abs/2603.11768,registry,Memory,Modify,Violation,Privacy & Purpose,15.03,15.03,7.12,4.12,16.25,0.30,2.52,0.12,low,full_text
elephantbroker-a-knowledge-grounded-cognitive-runtime-for-trustworthy-ai-agents,ElephantBroker: A Knowledge-Grounded Cognitive Runtime for Trustworthy AI Agents,2026,2026_elephantbroker_a_knowledge_grounded_cogniti,2603.25097,,http://arxiv.org/abs/2603.25097,registry,Memory,Activate,Response,Monitoring & Containment,11.41,10.81,8.65,5.20,13.95,4.95,6.82,4.36,medium,full_text
severa-verified-synthesis-of-self-evolving-agents,SEVerA: Verified Synthesis of Self-Evolving Agents,2026,banerjee2026severa,2603.25111,10.48550/arXiv.2603.25111,https://arxiv.org/abs/2603.25111,registry,Workflow,Modify,Response,Monitoring & Containment,6.00,3.12,8.60,0.60,16.00,16.00,7.30,5.30,low,full_text
the-misattribution-gap-when-memory-poisoning-looks-like-model-failure-in-agentic,The Misattribution Gap: When Memory Poisoning Looks Like Model Failure in Agentic AI Systems,2026,ahad_2026_misattribution_gap,2605.22842,10.48550/arXiv.2605.22842,https://arxiv.org/abs/2605.22842,registry,Memory,Add,Violation,Provenance Loss,15.03,14.43,10.59,8.00,19.10,9.85,7.78,1.26,medium,full_text
advances-and-challenges-in-foundation-agents-from-brain-inspired-intelligence-to,"Advances and Challenges in Foundation Agents: From Brain-Inspired Intelligence to Evolutionary, Collaborative, and Safe Systems",2025,2025_advances_and_challenges_in_foundation_agent,2504.01990,,https://arxiv.org/abs/2504.01990,registry,Memory,Add,Violation,Model Safety Regression,10.47,7.97,3.00,0.05,10.85,6.10,2.46,0.46,low,full_text
from-static-to-adaptive-immune-memory-based-jailbreak-detection-for-large-langua,From static to adaptive: immune memory-based jailbreak detection for large language models,2025,2025_from_static_to_adaptive_immune_memory_based,2512.03356,,https://arxiv.org/abs/2512.03356,registry,Memory,Activate,Violation,Authority Escalation,15.03,12.53,8.52,1.63,14.40,1.60,4.40,2.00,medium,full_text
session-risk-memory-srm-temporal-authorization-for-deterministic-pre-execution-s,Session Risk Memory (SRM): Temporal Authorization for Deterministic Pre-Execution Safety Gates,2026,2026_session_risk_memory_srm_temporal_authorizat,2603.22350,,http://arxiv.org/abs/2603.22350,registry,Memory,Activate,Violation,Authority Escalation,15.03,12.53,8.52,5.52,14.40,4.15,6.46,4.46,medium,full_text
on-policy-self-evolution-via-failure-trajectories-for-agentic-safety-alignment,On-Policy Self-Evolution via Failure Trajectories for Agentic Safety Alignment,2026,2026_on_policy_self_evolution_via_failure_trajec,2605.11882,,http://arxiv.org/abs/2605.11882,registry,Tools & Skills,Modify,Response,Monitoring & Containment,3.10,0.50,9.18,6.73,25.40,19.65,7.70,1.30,low,full_text
memory-induced-tool-drift-in-llm-agents,Memory-Induced Tool-Drift in LLM Agents,2026,2026_memory_induced_tool_drift_in_llm_agents,2605.24941,,http://arxiv.org/abs/2605.24941,registry,Memory,Add,Violation,Privacy & Purpose,14.10,6.91,3.45,1.00,15.90,8.85,2.40,0.40,low,full_text
agents-of-chaos,Agents of Chaos,2026,2026_agents_of_chaos,2602.20021,,https://arxiv.org/abs/2602.20021,registry,Workflow,Propagate,Violation,Operational Integrity,99.00,99.00,99.00,99.00,99.00,99.00,99.00,99.00,high,full_text
echoguard-an-agentic-framework-with-knowledge-graph-memory-for-detecting-manipul,EchoGuard: An Agentic Framework with Knowledge-Graph Memory for Detecting Manipulative Communication in Longitudinal Dialogue,2026,2026_echoguard_an_agentic_framework_with_knowled,2603.04815,,http://arxiv.org/abs/2603.04815,registry,Memory,Propagate,Response,Monitoring & Containment,14.28,11.78,10.45,7.00,18.25,7.75,6.76,6.76,medium,full_text
memory-for-autonomous-llm-agents-mechanisms-evaluation-and-emerging-frontiers,"Memory for Autonomous LLM Agents:Mechanisms, Evaluation, and Emerging Frontiers",2026,2026_memory_for_autonomous_llm_agents_mechanisms,2603.07670,,http://arxiv.org/abs/2603.07670,registry,Memory,Add,Violation,Privacy & Purpose,15.03,14.25,3.52,0.10,10.85,2.10,2.46,0.06,low,full_text
encrust-encapsulated-substitution-and-agentic-refinement-on-a-live-scaffold-for,ENCRUST: Encapsulated Substitution and Agentic Refinement on a Live Scaffold for Safe C-to-Rust Translation,2026,2026_encrust_encapsulated_substitution_and_agent,2604.04527,,http://arxiv.org/abs/2604.04527,registry,Memory,Add,Violation,Provenance Loss,9.50,7.00,3.00,0.70,9.00,4.50,2.00,0.00,low,full_text
os-agents-a-survey-on-mllm-based-agents-for-general-computing-devices-use,OS Agents: A Survey on MLLM-based Agents for General Computing Devices Use,2025,2025_os_agents_a_survey_on_mllm_based_agents_for,2508.04482,,https://arxiv.org/abs/2508.04482,registry,Memory,Add,Violation,Privacy & Purpose,10.25,7.15,3.00,0.70,10.85,6.45,2.46,0.06,low,full_text
aisac-an-integrated-multi-agent-system-for-transparent-retrieval-grounded-scient,"AISAC: An Integrated multi-agent System for Transparent, Retrieval-Grounded Scientific Assistance",2025,2025_aisac_an_integrated_multi_agent_system_for,2511.14043,,https://arxiv.org/abs/2511.14043,registry,Memory,Propagate,Violation,Persistent Descendants,15.49,10.62,10.52,1.87,9.00,5.65,2.40,0.40,low,full_text
memgovern-enhancing-code-agents-through-learning-from-governed-human-experiences,MemGovern: Enhancing Code Agents through Learning from Governed Human Experiences,2026,2026_memgovern_enhancing_code_agents_through_lea,2601.06789,,https://arxiv.org/abs/2601.06789,registry,Memory,Abstract,Violation,Provenance Loss,11.03,3.84,8.45,2.00,9.00,1.30,2.00,0.00,low,full_text
glove-global-verifier-for-llm-memory-environment-realignment,GLOVE: Global Verifier for LLM Memory-Environment Realignment,2026,yin2026glove,2601.19249,10.48550/arXiv.2601.19249,https://arxiv.org/abs/2601.19249,registry,Memory,Modify,Response,Recovery & Contestability,14.85,14.07,7.25,4.25,11.30,1.95,4.40,1.58,medium,full_text
mempot-defending-against-memory-extraction-attack-with-optimized-honeypots,MemPot: Defending Against Memory Extraction Attack with Optimized Honeypots,2026,2026_mempot_defending_against_memory_extraction,2602.07517,,https://arxiv.org/abs/2602.07517,registry,Memory,Modify,Violation,Provenance Loss,15.03,12.53,4.52,1.07,15.55,12.30,2.00,0.00,low,full_text
memophishagent-memory-augmented-multi-modal-llm-agent-for-phishing-url-detection,MemoPhishAgent: Memory-Augmented Multi-Modal LLM Agent for Phishing URL Detection,2026,2026_memophishagent_memory_augmented_multi_modal,2602.21394,,https://arxiv.org/abs/2602.21394,registry,Memory,Add,Response,Monitoring & Containment,14.66,11.47,3.00,0.25,10.25,0.20,6.82,6.82,low,full_text
security-considerations-for-multi-agent-systems,Security Considerations for Multi-agent Systems,2026,2026_security_considerations_for_multi_agent_sys,2603.09002,,http://arxiv.org/abs/2603.09002,registry,Memory,Propagate,Violation,Provenance Loss,10.66,5.97,10.52,7.52,12.25,11.20,2.40,0.00,low,full_text
taming-openclaw-security-analysis-and-mitigation-of-autonomous-llm-agent-threats,Taming OpenClaw: Security Analysis and Mitigation of Autonomous LLM Agent Threats,2026,2026_taming_openclaw_security_analysis_and_mitig,2603.11619,,http://arxiv.org/abs/2603.11619,registry,Memory,Add,Violation,Provenance Loss,9.88,7.38,3.00,1.00,13.00,4.50,2.00,0.00,low,full_text
when-openclaw-meets-hospital-toward-an-agentic-operating-system-for-dynamic-clin,When OpenClaw Meets Hospital: Toward an Agentic Operating System for Dynamic Clinical Workflows,2026,2026_when_openclaw_meets_hospital_toward_an_agen,2603.11721,,http://arxiv.org/abs/2603.11721,registry,Memory,Migrate,Violation,Provenance Loss,11.41,6.63,10.45,7.45,10.85,4.60,2.40,0.00,low,full_text
differential-harm-propensity-in-personalized-llm-agents-the-curious-case-of-ment,Differential Harm Propensity in Personalized LLM Agents: The Curious Case of Mental Health Disclosure,2026,2026_differential_harm_propensity_in_personalize,2603.16734,,http://arxiv.org/abs/2603.16734,registry,Memory,Add,Violation,Privacy & Purpose,11.31,8.21,3.45,0.93,14.75,7.00,5.18,2.72,low,full_text
perma-benchmarking-personalized-memory-agents-via-event-driven-preference-and-re,PERMA: Benchmarking Personalized Memory Agents via Event-Driven Preference and Realistic Task Environments,2026,2026_perma_benchmarking_personalized_memory_agen,2603.23231,,http://arxiv.org/abs/2603.23231,registry,Memory,Add,Violation,Privacy & Purpose,15.31,15.31,3.45,0.27,10.50,0.60,6.40,4.00,low,full_text
evolvemem-self-evolving-memory-architecture-via-autoresearch-for-llm-agents,EvolveMem:Self-Evolving Memory Architecture via AutoResearch for LLM Agents,2026,2026_evolvemem_self_evolving_memory_architecture,2605.13941,,http://arxiv.org/abs/2605.13941,registry,Memory,Modify,Violation,Provenance Loss,14.94,10.34,7.18,3.73,9.35,2.65,2.00,0.00,low,full_text
documentation-guided-agentic-codebase-migration-from-c-to-rust,Documentation-Guided Agentic Codebase Migration from C to Rust,2026,2026_documentation_guided_agentic_codebase_migra,2605.14634,,http://arxiv.org/abs/2605.14634,registry,Memory,Migrate,Violation,Provenance Loss,10.47,7.38,10.45,7.45,9.70,5.65,2.40,0.00,low,full_text
pedestrian-aware-llm-driven-behavioral-planning-for-autonomous-vehicles,Pedestrian-Aware LLM-Driven Behavioral Planning for Autonomous Vehicles,2026,2026_pedestrian_aware_llm_driven_behavioral_plan,2605.16858,,http://arxiv.org/abs/2605.16858,registry,Memory,Add,Violation,Provenance Loss,10.19,5.59,3.00,0.48,10.85,6.45,2.00,0.00,low,full_text
remembering-more-risking-more-longitudinal-safety-risks-in-memory-equipped-llm-a,"Remembering More, Risking More: Longitudinal Safety Risks in Memory-Equipped LLM Agents",2026,2026_remembering_more_risking_more_longitudinal,2605.17830,,http://arxiv.org/abs/2605.17830,registry,Memory,Add,Violation,Provenance Loss,15.63,13.13,3.52,0.87,16.25,7.50,2.46,0.06,low,full_text
simgym-a-framework-for-a-b-test-simulation-in-e-commerce-with-traffic-grounded-v,SimGym: A Framework for A/B Test Simulation in E-Commerce with Traffic-Grounded VLM Agents,2026,2026_simgym_a_framework_for_a_b_test_simulation,2605.19219,,http://arxiv.org/abs/2605.19219,registry,Memory,Add,Response,Monitoring & Containment,10.56,9.88,3.45,1.45,10.25,0.90,2.76,2.76,low,full_text
quality-assured-fuzz-harness-generation-via-the-four-principles-framework,Quality-Assured Fuzz Harness Generation via the Four Principles Framework,2026,2026_quality_assured_fuzz_harness_generation_via,2605.21824,,http://arxiv.org/abs/2605.21824,registry,Memory,Add,Violation,Provenance Loss,9.88,7.38,3.00,1.00,10.50,3.50,2.00,0.00,low,full_text
sec-bench-pro-can-language-models-solve-long-horizon-software-security-tasks,SEC-bench Pro: Can Language Models Solve Long-Horizon Software Security Tasks?,2026,2026_sec_bench_pro_can_language_models_solve_lon,2605.26548,,http://arxiv.org/abs/2605.26548,registry,Memory,Add,Violation,Provenance Loss,10.10,10.10,3.00,0.48,9.35,4.95,2.00,0.00,low,full_text
safe-lora-the-silver-lining-of-reducing-safety-risks-when-fine-tuning-large-lang,Safe LoRA: The Silver Lining of Reducing Safety Risks when Fine-Tuning Large Language Models,2024,hsu2024safe_lora,2405.16833,10.48550/arXiv.2405.16833,https://arxiv.org/abs/2405.16833,registry,Model,Modify,Response,Monitoring & Containment,5.38,2.50,9.42,8.97,22.20,17.50,7.70,1.24,medium,full_text
superficial-safety-alignment-hypothesis,Superficial Safety Alignment Hypothesis,2024,2024_superficial_safety_alignment_hypothesis,2410.10862,,https://arxiv.org/abs/2410.10862,registry,Memory,Modify,Response,Monitoring & Containment,10.47,9.88,7.25,4.25,10.55,1.20,0.40,0.40,low,full_text
evolving-contextual-safety-in-multi-modal-large-language-models-via-inference-ti,Evolving Contextual Safety in Multi-Modal Large Language Models via Inference-Time Self-Reflective Memory,2026,2026_evolving_contextual_safety_in_multi_modal_l,2603.15800,,http://arxiv.org/abs/2603.15800,registry,Memory,Activate,Response,Monitoring & Containment,14.47,14.47,8.59,2.07,10.95,0.55,2.82,2.82,low,full_text
viper-visual-incremental-place-recognition-with-adaptive-mining-and-continual-le,VIPeR: Visual Incremental Place Recognition with Adaptive Mining and Continual Learning,2024,2024_viper_visual_incremental_place_recognition,2407.21416,,https://arxiv.org/abs/2407.21416,registry,Memory,Modify,Violation,Persistent Descendants,10.94,10.34,7.48,4.48,9.00,3.80,2.40,0.40,low,full_text
halumem-evaluating-hallucinations-in-memory-systems-of-agents,HaluMem: Evaluating Hallucinations in Memory Systems of Agents,2025,2025_halumem_evaluating_hallucinations_in_memory,seed-2025-halumem-e,,https://arxiv.org/abs/2511.03506,registry,Memory,Modify,Violation,Provenance Loss,15.40,15.40,3.12,0.12,9.00,1.30,2.00,0.00,low,full_text
lifelongagentbench-evaluating-llm-agents-as-lifelong-learners,LifelongAgentBench: Evaluating LLM Agents as Lifelong Learners,2025,2025_lifelongagentbench_evaluating_llm_agents_as,seed-2025-lifelongagentbench-e,,https://arxiv.org/abs/2505.11942,registry,Memory,Modify,Violation,Provenance Loss,10.10,7.00,6.88,3.88,10.50,0.95,2.00,0.00,low,full_text
mmrc-a-large-scale-benchmark-for-understanding-multimodal-large-language-model-i,MMRC: A Large-Scale Benchmark for Understanding Multimodal Large Language Model in Real-World Conversation,2025,2025_mmrc_a_large_scale_benchmark_for_understand,2502.11903,,https://arxiv.org/abs/2502.11903,registry,Memory,Add,Violation,Privacy & Purpose,10.47,10.47,3.00,0.55,10.85,2.80,2.40,0.40,low,full_text
personaagent-when-large-language-model-agents-meet-personalization-at-test-time,PersonaAgent: When Large Language Model Agents Meet Personalization at Test Time,2025,2025_personaagent_when_large_language_model_agen,2506.06254,,https://arxiv.org/abs/2506.06254,registry,Memory,Add,Violation,Privacy & Purpose,10.75,7.56,3.00,0.48,10.50,6.10,6.40,4.00,low,full_text
profile-aware-maneuvering-a-dynamic-multi-agent-system-for-robust-gaia-problem-s,Profile-Aware Maneuvering: A Dynamic Multi-Agent System for Robust GAIA Problem Solving by AWorld,2025,2025_profile_aware_maneuvering_a_dynamic_multi_a,2508.09889,,https://arxiv.org/abs/2508.09889,registry,Memory,Propagate,Response,Monitoring & Containment,7.94,1.34,10.45,6.00,21.40,21.05,8.00,6.00,medium,full_text
improving-code-localization-with-repository-memory,Improving Code Localization with Repository Memory,2025,2025_improving_code_localization_with_repository,2510.01003,,https://arxiv.org/abs/2510.01003,registry,Memory,Add,Violation,Provenance Loss,14.94,11.84,3.00,0.55,10.50,6.80,2.40,0.40,low,full_text
pisa-a-pragmatic-psych-inspired-unified-memory-system-for-enhanced-ai-agency,PISA: A Pragmatic Psych-Inspired Unified Memory System for Enhanced AI Agency,2025,2025_pisa_a_pragmatic_psych_inspired_unified_mem,2510.15966,,https://arxiv.org/abs/2510.15966,registry,Memory,Modify,Violation,Provenance Loss,15.63,13.13,3.19,0.19,9.00,5.30,2.00,0.00,low,full_text
self-evolving-expertise-in-complex-non-verifiable-subject-domains-dialogue-as-im,Self-evolving expertise in complex non-verifiable subject domains: dialogue as implicit meta-RL,2025,2025_self_evolving_expertise_in_complex_non_veri,2510.15772,,https://arxiv.org/abs/2510.15772,registry,Memory,Modify,Violation,Provenance Loss,10.85,6.16,7.25,4.25,9.00,5.30,2.00,0.00,low,full_text
theramind-a-strategic-and-adaptive-agent-for-longitudinal-psychological-counseli,TheraMind: A Strategic and Adaptive Agent for Longitudinal Psychological Counseling,2025,2025_theramind_a_strategic_and_adaptive_agent_fo,2510.25758,,https://arxiv.org/abs/2510.25758,registry,Memory,Modify,Violation,Provenance Loss,10.25,7.75,6.30,3.30,10.50,7.50,2.00,0.00,low,full_text
smarter-together-creating-agentic-communities-of-practice-through-shared-experie,Smarter Together: Creating Agentic Communities of Practice through Shared Experiential Learning,2025,2025_smarter_together_creating_agentic_communiti,2511.08301,,https://arxiv.org/abs/2511.08301,registry,Memory,Propagate,Violation,Persistent Descendants,10.10,7.60,10.45,3.63,9.00,5.65,2.40,0.40,low,full_text
live-swe-agent-can-software-engineering-agents-self-evolve-on-the-fly,Live-SWE-agent: Can Software Engineering Agents Self-Evolve on the Fly?,2025,2025_live_swe_agent_can_software_engineering_age,2511.13646,,https://arxiv.org/abs/2511.13646,registry,Workflow,Modify,Response,Monitoring & Containment,6.60,3.41,8.88,6.43,13.70,13.70,7.82,5.82,medium,full_text
